,Title,Address,Area,Bedrooms,Bathrooms,Garage Cars,Rent,Condominium
132,"Apartamento com 2 Quartos para Aluguel, 50m²","Rua Vinte e Cinco de Janeiro, 180 - Luz, São Paulo - SP",50 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 2.000 /mês,R$ 480
133,"Apartamento com 3 Quartos para Aluguel, 85m²","Rua Elias Antonio Zogbi, 150 - Santo Amaro, São Paulo - SP",85 m²,3 Quartos,2 Banheiros,2 Vagas,R$ 4.200 /mês,R$ 0
134,"Apartamento com 2 Quartos para Aluguel, 118m²","Rua Bandeira Paulista, 292 - Itaim Bibi, São Paulo - SP",118 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 6.000 /mês,R$ 1.650
135,"Apartamento com 4 Quartos para Aluguel, 400m²","Praça da República - República, São Paulo - SP",400 m²,4 Quartos,5 Banheiros,1 Vaga,R$ 5.000 /mês,R$ 3.000
136,"Apartamento com Quarto para Aluguel, 40m²","Rua das Palmeiras, 322 - Vila Buarque, São Paulo - SP",40 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.500 /mês,R$ 450
137,"Apartamento com 2 Quartos para Aluguel, 64m²","Avenida Brigadeiro Luís Antônio, 551 - Bela Vista, São Paulo - SP",64 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 2.000 /mês,R$ 615
138,"Apartamento com 2 Quartos para Aluguel, 105m²","Rua Batataes, 324 - Jardim Paulista, São Paulo - SP",105 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 5.000 /mês,R$ 1.100
139,"Apartamento com 3 Quartos para Aluguel, 110m²","Rua França Pinto, 319 - Vila Mariana, São Paulo - SP",110 m²,3 Quartos,2 Banheiros,1 Vaga,R$ 3.200 /mês,R$ 1.150
140,"Apartamento com Quarto para Aluguel, 48m²","Rua Cajaíba - Pompeia, São Paulo - SP",48 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.300 /mês,R$ 650
141,"Apartamento com 3 Quartos para Aluguel, 65m²","Rua Carlos Alberto Vanzolini, 445 - Vila Dos Remedios, São Paulo - SP",65 m²,3 Quartos,1 Banheiro,1 Vaga,R$ 1.200 /mês,R$ 580
142,"Apartamento com 2 Quartos para Aluguel, 50m²","Rua Pindamonhangaba, 178 - Quinta da Paineira, São Paulo - SP",50 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.950 /mês,R$ 330
143,"Apartamento com Quarto para Aluguel, 35m²","Rua Augusta - Consolação, São Paulo - SP",35 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 3.000 /mês,R$ 600
144,"Apartamento com 3 Quartos para Aluguel, 100m²","Rua Pageú, 100 - Vila Mariana, São Paulo - SP",100 m²,3 Quartos,4 Banheiros,3 Vagas,R$ 3.100 /mês,R$ 1.340
145,"Apartamento com 2 Quartos para Aluguel, 65m²","Avenida Doutor Mário Vilas Boas Rodrigues, 175 - Jardim Dom Bosco, São Paulo - SP",65 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.800 /mês,R$ 691
146,"Apartamento com 2 Quartos para Aluguel, 62m²","Rua Campos Vergueiro, 275 - Vila Anastácio, São Paulo - SP",62 m²,2 Quartos,3 Banheiros,1 Vaga,R$ 3.000 /mês,R$ 453
147,"Apartamento com Quarto para Aluguel, 46m²","Rua Cajaíba, 655 - Pompeia, São Paulo - SP",46 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.300 /mês,R$ 586
148,"Apartamento com Quarto para Aluguel, 44m²","Rua Conceição de Monte Alegre - Cidade Monções, São Paulo - SP",44 m²,1 Quarto,2 Banheiros,1 Vaga,R$ 2.000 /mês,R$ 616
149,"Apartamento com 2 Quartos para Aluguel, 62m²","Rua Leocádia Cintra, 100 - Móoca, São Paulo - SP",62 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.100 /mês,R$ 458
150,"Apartamento com Quarto para Aluguel, 45m²","Rua Castro Alves, 31 - Aclimação, São Paulo - SP",45 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 2.400 /mês,R$ 0
151,"Apartamento com 2 Quartos para Aluguel, 96m²","Rua Guararapes, 305 - Brooklin, São Paulo - SP",96 m²,2 Quartos,3 Banheiros,2 Vagas,R$ 8.250 /mês,R$ 1.420
152,"Apartamento com 3 Quartos para Aluguel, 73m²","Rua do Símbolo, 110 - Jardim Ampliação, São Paulo - SP",73 m²,3 Quartos,2 Banheiros,2 Vagas,R$ 2.100 /mês,R$ 605
153,"Apartamento com 4 Quartos para Aluguel, 170m²","Rua Cayowaá, 425 - Perdizes, São Paulo - SP",170 m²,4 Quartos,5 Banheiros,3 Vagas,R$ 8.800 /mês,R$ 2.200
154,"Apartamento com Quarto para Aluguel, 48m²","Rua Barata Ribeiro, 396 - Bela Vista, São Paulo - SP",48 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 2.600 /mês,R$ 0
155,"Apartamento com 3 Quartos para Aluguel, 70m²","Avenida Marechal Mário Guedes, 02 - Jaguaré, São Paulo - SP",70 m²,3 Quartos,2 Banheiros,2 Vagas,R$ 2.300 /mês,R$ 700
156,"Apartamento com 3 Quartos para Aluguel, 255m²","Rua Engenheiro Edgar Egídio de Sousa, 485 - Santa Cecília, São Paulo - SP",255 m²,3 Quartos,3 Banheiros,3 Vagas,R$ 8.000 /mês,R$ 4.900
157,"Apartamento com Quarto para Aluguel, 16m²","Rua Boa Estrela, 94 - Vila Carrão, São Paulo - SP",16 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 550 /mês,R$ 90
158,"Apartamento com Quarto para Aluguel, 70m²","Rua Aleixo Garcia, 113 - Vila Olímpia, São Paulo - SP",70 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 5.800 /mês,R$ 0
159,"Apartamento com Quarto para Aluguel, 28m²","Rua Peixoto Gomide, 707 - Cerqueira César, São Paulo - SP",28 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 2.700 /mês,R$ 1.000
160,"Apartamento com 2 Quartos para Aluguel, 65m²","Rua dos Americanos, 838 - Barra Funda, São Paulo - SP",65 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.100 /mês,R$ 511
161,"Apartamento com 3 Quartos para Aluguel, 111m²","Rua Cônego Eugênio Leite, 574 - Cerqueira César, São Paulo - SP",111 m²,3 Quartos,3 Banheiros,1 Vaga,R$ 3.300 /mês,R$ 1.699
162,"Apartamento com Quarto para Aluguel, 40m²","Avenida Brigadeiro Luís Antônio, 1272 - Bela Vista, São Paulo - SP",40 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 1.600 /mês,R$ 408
163,"Apartamento com 2 Quartos para Aluguel, 83m²","Rua Santa Justina, 88 - Vila Olímpia, São Paulo - SP",83 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.500 /mês,R$ 1.572
164,"Apartamento com 2 Quartos para Aluguel, 67m²","Rua Faustolo, 1101 - Lapa, São Paulo - SP",67 m²,2 Quartos,2 Banheiros,2 Vagas,R$ 3.500 /mês,R$ 490
165,"Apartamento com 3 Quartos para Aluguel, 157m²","Rua Simão Álvares, 111 - Pinheiros, São Paulo - SP",157 m²,3 Quartos,5 Banheiros,3 Vagas,R$ 10.000 /mês,R$ 2.110
166,"Apartamento com Quarto para Aluguel, 52m²","Rua Peixoto Gomide, 379 - Jardim Paulista, São Paulo - SP",52 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 2.700 /mês,R$ 350
167,"Apartamento com Quarto para Aluguel, 21m²","Rua Doutor Clementino - Belenzinho, São Paulo - SP",21 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 990 /mês,R$ 300
168,"Apartamento com 2 Quartos para Aluguel, 52m²","Rua Doutor Luís Barreto Filho - Vila Pereira Barreto, São Paulo - SP",52 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 1.900 /mês,R$ 0
169,"Apartamento com Quarto para Aluguel, 38m²","Rua Barra Funda, 120 - Barra Funda, São Paulo - SP",38 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 1.700 /mês,R$ 377
170,"Apartamento com Quarto para Aluguel, 45m²","Rua Joaquim Norberto, 45 - Vila Pauliceia, São Paulo - SP",45 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 1.300 /mês,R$ 250
171,"Apartamento com Quarto para Aluguel, 46m²","Rua Doutor Lund, 22 - Liberdade, São Paulo - SP",46 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 1.500 /mês,R$ 333
172,"Apartamento com 3 Quartos para Aluguel, 140m²","Rua Ministro Godói, 860 - Perdizes, São Paulo - SP",140 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 4.500 /mês,R$ 0
173,"Apartamento com Quarto para Aluguel, 50m²","Rua Martinho Claro, 66 - Conjunto Residencial Butantã, São Paulo - SP",50 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 1.750 /mês,R$ 100
174,"Apartamento com 2 Quartos para Aluguel, 110m²","Rua do Paraíso, 377 - Paraíso, São Paulo - SP",110 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 1.875 /mês,R$ 605
175,"Apartamento com Quarto para Aluguel, 45m²","Rua Quatá, 391 - Vila Olímpia, São Paulo - SP",45 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 4.380 /mês,R$ 700
176,"Apartamento com 3 Quartos para Aluguel, 65m²","Rua Guaraiúva, 553 - Cidade Monções, São Paulo - SP",65 m²,3 Quartos,2 Banheiros,2 Vagas,R$ 2.750 /mês,R$ 950
177,"Apartamento com 3 Quartos para Aluguel, 100m²","Rua Caraíbas - Perdizes, São Paulo - SP",100 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 3.400 /mês,R$ 1.235
178,"Apartamento com 3 Quartos para Aluguel, 110m²","Rua Gandavo, 100 - Vila Clementino, São Paulo - SP",110 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 2.400 /mês,R$ 825
179,"Apartamento com Quarto para Aluguel, 33m²","Rua Cônego Vicente Miguel Marino, 29 - Barra Funda, São Paulo - SP",33 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 1.700 /mês,R$ 301
180,"Apartamento com 4 Quartos para Aluguel, 240m²","Rua Paraguaçu, 174 - Perdizes, São Paulo - SP",240 m²,4 Quartos,5 Banheiros,3 Vagas,R$ 11.000 /mês,R$ 3.000
181,"Apartamento com Quarto para Aluguel, 50m²","Rua Pedroso Alvarenga - Itaim Bibi, São Paulo - SP",50 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.700 /mês,R$ 755
182,"Apartamento com 3 Quartos para Aluguel, 75m²","Rua Ibitirama - Vila Prudente, São Paulo - SP",75 m²,3 Quartos,2 Banheiros,1 Vaga,R$ 3.070 /mês,R$ 500
183,"Apartamento com Quarto para Aluguel, 30m²","Rua da Consolação - Jardins, São Paulo - SP",30 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 1.700 /mês,R$ 440
184,"Apartamento com 3 Quartos para Aluguel, 120m²","Rua Simão Álvares, 656 - Pinheiros, São Paulo - SP",120 m²,3 Quartos,2 Banheiros,1 Vaga,R$ 2.500 /mês,R$ 0
185,"Apartamento com 3 Quartos para Aluguel, 158m²","Alameda dos Aicás, 340 - Indianópolis, São Paulo - SP",158 m²,3 Quartos,3 Banheiros,3 Vagas,R$ 11.000 /mês,R$ 2.700
186,"Apartamento com 2 Quartos para Aluguel, 60m²","Rua Tamandaré, 464 - Liberdade, São Paulo - SP",60 m²,2 Quartos,1 Banheiro,-- Vaga,R$ 1.900 /mês,R$ 690
187,"Apartamento com 2 Quartos para Aluguel, 48m²","Rua Padre Antônio Link, 113 - Vila Sônia, São Paulo - SP",48 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.300 /mês,R$ 340
188,"Apartamento com 2 Quartos para Aluguel, 53m²","Rua Doutor Miranda de Azevedo, 957 - Pompeia, São Paulo - SP",53 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.650 /mês,R$ 757
189,"Apartamento com 2 Quartos para Aluguel, 78m²","Avenida Nove de Julho, 3206 - Jardim Paulista, São Paulo - SP",78 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 3.200 /mês,R$ 0
190,"Apartamento com 3 Quartos para Aluguel, 90m²","Rua Martinico Prado - Higienópolis, São Paulo - SP",90 m²,3 Quartos,1 Banheiro,-- Vaga,R$ 3.000 /mês,R$ 0
191,"Apartamento com 2 Quartos para Aluguel, 65m²","Rua Coronel Lisboa, 928 - Vila Mariana, São Paulo - SP",65 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 1.900 /mês,R$ 490
192,"Apartamento com Quarto para Aluguel, 50m²","Rua Frei Caneca, 348 - Consolação, São Paulo - SP",50 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 2.000 /mês,R$ 600
193,"Apartamento com 2 Quartos para Aluguel, 37m²","Rua Pedro André, 8 - Jabaquara, São Paulo - SP",37 m²,2 Quartos,1 Banheiro,-- Vaga,R$ 1.295 /mês,R$ 0
194,"Apartamento com Quarto para Aluguel, 27m²","Rua da Consolação, 927 - Consolação, São Paulo - SP",27 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 1.100 /mês,R$ 361
195,"Apartamento com Quarto para Aluguel, 20m²","Jabaquara, São Paulo - SP",20 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 1.135 /mês,R$ 185
196,"Apartamento com 2 Quartos para Aluguel, 65m²","Rua Eugênio Lorenzetti, 137 - Jardim Íris, São Paulo - SP",65 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.195 /mês,R$ 586
197,"Apartamento com Quarto para Aluguel, 25m²","Rua Avanhandava, 65 - Bela Vista, São Paulo - SP",25 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.700 /mês,R$ 600
198,"Apartamento com 2 Quartos para Aluguel, 75m²","Rua Mourato Coelho, 494 - Pinheiros, São Paulo - SP",75 m²,2 Quartos,2 Banheiros,-- Vaga,R$ 2.400 /mês,R$ 550
199,"Apartamento com Quarto para Aluguel, 18m²","Rua José Antônio Coelho, 663 - Vila Mariana, São Paulo - SP",18 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 1.600 /mês,R$ 0
200,"Apartamento com Quarto para Aluguel, 50m²","Rua Conselheiro Brotero, 867 - Santa Cecília, São Paulo - SP",50 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 1.500 /mês,R$ 800
201,"Apartamento com Quarto para Aluguel, 25m²","Rua Augusta - Consolação, São Paulo - SP",25 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 1.951 /mês,R$ 380
202,"Apartamento com 4 Quartos para Aluguel, 288m²","Rua Deputado Laércio Corte, 1250 - Paraíso do Morumbi, São Paulo - SP",288 m²,4 Quartos,6 Banheiros,4 Vagas,R$ 6.500 /mês,R$ 0
203,"Apartamento com 3 Quartos para Aluguel, 90m²","Rua Bergamota, 326 - Alto de Pinheiros, São Paulo - SP",90 m²,3 Quartos,2 Banheiros,1 Vaga,R$ 2.800 /mês,R$ 825
204,"Apartamento com Quarto para Aluguel, 37m²","Rua Major Sertório, 321 - Centro, São Paulo - SP",37 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.200 /mês,R$ 380
205,"Apartamento com Quarto para Aluguel, 25m²","Rua Scuvero, 64 - Cambuci, São Paulo - SP",25 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 950 /mês,R$ 0
206,"Apartamento com 5 Quartos para Aluguel, 207m²","Rua Itapaiuna, 1800 - Jardim Morumbi, São Paulo - SP",207 m²,5 Quartos,6 Banheiros,3 Vagas,R$ 9.500 /mês,R$ 2.100
207,"Apartamento com 4 Quartos para Aluguel, 157m²","Rua dos Coroados, 162 - Vila Anastácio, São Paulo - SP",157 m²,4 Quartos,5 Banheiros,3 Vagas,R$ 8.500 /mês,R$ 1.300
208,"Apartamento com 2 Quartos para Aluguel, 59m²","Rua Farid Miguel Haddad - Vila Santa Teresa, São Paulo - SP",59 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 900 /mês,R$ 265
209,"Apartamento com Quarto para Aluguel, 25m²","Rua Tabor, 255 - Ipiranga, São Paulo - SP",25 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 800 /mês,R$ 100
210,"Apartamento com 2 Quartos para Aluguel, 45m²","Rua das Perobeiras - Chácara Santa Maria, São Paulo - SP",45 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 900 /mês,R$ 0
211,"Apartamento com Quarto para Aluguel, 20m²","Rua Pereira do Lago, 309 - Vila Gomes, São Paulo - SP",20 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 890 /mês,R$ 0
212,"Apartamento com 2 Quartos para Aluguel, 65m²","Rua Plínio Colas, 278 - Lauzane Paulista, São Paulo - SP",65 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.800 /mês,R$ 480
213,"Apartamento com 2 Quartos para Aluguel, 62m²","Rua José Vicente de Azevedo, 348 - Vila Mariana, São Paulo - SP",62 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.250 /mês,R$ 700
214,"Apartamento com 3 Quartos para Aluguel, 100m²","Rua Alonso Calhamares, 244 - Jardim Anália Franco, São Paulo - SP",100 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 6.390 /mês,R$ 1.040
215,"Apartamento com 3 Quartos para Aluguel, 110m²","Rua Ministro Godói, 1014 - Perdizes, São Paulo - SP",110 m²,3 Quartos,3 Banheiros,1 Vaga,R$ 3.500 /mês,R$ 1.700
216,"Apartamento com 2 Quartos para Aluguel, 56m²","Rua Inocêncio de Camargo, 21 - Pedreira, São Paulo - SP",56 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.000 /mês,R$ 250
217,"Apartamento com Quarto para Aluguel, 50m²","Rua André Casado - Sumaré, São Paulo - SP",50 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.000 /mês,R$ 780
218,"Apartamento com 2 Quartos para Aluguel, 70m²","Rua Doutor Albuquerque Lins, 107 - Santa Cecília, São Paulo - SP",70 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.700 /mês,R$ 667
219,"Apartamento com 2 Quartos para Aluguel, 84m²","Rua Kansas, 1700 - Brooklin, São Paulo - SP",84 m²,2 Quartos,3 Banheiros,2 Vagas,R$ 7.900 /mês,R$ 1.100
220,"Apartamento com Quarto para Aluguel, 55m²","Rua Barão do Triunfo, 111 - Brooklin, São Paulo - SP",55 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.600 /mês,R$ 812
221,"Apartamento com 3 Quartos para Aluguel, 82m²","Avenida Venceslau de Queirós - Jaguaré, São Paulo - SP",82 m²,3 Quartos,3 Banheiros,2 Vagas,R$ 4.200 /mês,R$ 650
222,"Apartamento com 3 Quartos para Aluguel, 126m²","Rua Iperoig, 501 - Perdizes, São Paulo - SP",126 m²,3 Quartos,3 Banheiros,-- Vaga,R$ 3.000 /mês,R$ 1.300
223,"Apartamento com Quarto para Aluguel, 42m²","Parque Imperial , São Paulo - SP",42 m²,1 Quarto,2 Banheiros,1 Vaga,R$ 1.000 /mês,R$ 622
224,"Apartamento com Quarto para Aluguel, 30m²","Praça Ministro Costa Manso, 30 - Liberdade, São Paulo - SP",30 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 500 /mês,R$ 360
225,"Apartamento com Quarto para Aluguel, 32m²","Rua Cardeal Arcoverde, 1720 - Pinheiros, São Paulo - SP",32 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.500 /mês,R$ 800
226,"Apartamento com 3 Quartos para Aluguel, 110m²","Rua Bartira - Perdizes, São Paulo - SP",110 m²,3 Quartos,3 Banheiros,3 Vagas,R$ 2.900 /mês,R$ 2.150
227,"Apartamento com 2 Quartos para Aluguel, 80m²","Rua Henrique Sertório, 34 - Tatuapé, São Paulo - SP",80 m²,2 Quartos,1 Banheiro,-- Vaga,R$ 1.390 /mês,R$ 280
228,"Apartamento com 2 Quartos para Aluguel, 120m²","Vila Mascote, São Paulo - SP",120 m²,2 Quartos,4 Banheiros,3 Vagas,R$ 3.500 /mês,R$ 2.200
229,"Apartamento com 2 Quartos para Aluguel, 100m²","Avenida Doutor Guilherme Dumont Vilares - Morumbi, São Paulo - SP",100 m²,2 Quartos,2 Banheiros,2 Vagas,R$ 3.000 /mês,R$ 1.200
230,"Apartamento com 2 Quartos para Aluguel, 45m²","Rua das Perobeiras - Chácara Santa Maria, São Paulo - SP",45 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 700 /mês,R$ 0
231,"Apartamento com Quarto para Aluguel, 20m²","Rua Vilela, 346 - Tatuapé, São Paulo - SP",20 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 950 /mês,R$ 0
232,"Apartamento com 3 Quartos para Aluguel, 104m²","Rua Joinville - Vila Mariana, São Paulo - SP",104 m²,3 Quartos,2 Banheiros,1 Vaga,R$ 2.500 /mês,R$ 1.200
233,"Apartamento com Quarto para Aluguel, 15m²","Rua Humberto I, 745 - Vila Mariana, São Paulo - SP",15 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 1.600 /mês,R$ 0
234,"Apartamento com Quarto para Aluguel, 50m²","Rua Doutor Gabriel dos Santos, 131 - Santa Cecília, São Paulo - SP",50 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.340 /mês,R$ 1.550
235,"Apartamento com 3 Quartos para Aluguel, 60m²","Rua Professor Nobil Marcacini, 200 - Jaragua, São Paulo - SP",60 m²,3 Quartos,1 Banheiro,1 Vaga,R$ 1.505 /mês,R$ 345
236,"Apartamento com 2 Quartos para Aluguel, 64m²","Jardim Prudência, São Paulo - SP",64 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.000 /mês,R$ 600
237,"Apartamento com 3 Quartos para Aluguel, 137m²","Rua Azevedo Soares, 2031 - Vila Gomes Cardim, São Paulo - SP",137 m²,3 Quartos,4 Banheiros,3 Vagas,R$ 3.000 /mês,R$ 1.393
238,"Apartamento com 2 Quartos para Aluguel, 58m²","Rua Francisco José da Silva, 352 - Vila Andrade, São Paulo - SP",58 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.600 /mês,R$ 550
239,"Apartamento com 2 Quartos para Aluguel, 88m²","Rua Cristiano Viana, 950 - Cerqueira César, São Paulo - SP",88 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.500 /mês,R$ 0
240,Apartamento com 5 Quartos à Venda/Aluguel 630m²,"Avenida Juriti, 55 - Moema, São Paulo - SP",630 m²,5 Quartos,7 Banheiros,6 Vagas,R$ 110.000 /mês,R$ 4.706
241,Apartamento com Quarto para Venda/Aluguel 50m²,"Rua Castelhano - Morumbi, São Paulo - SP",50 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.700 /mês,R$ 478
242,"Apartamento com 3 Quartos para Aluguel, 115m²","Rua Paulo Orozimbo, 536 - Aclimação, São Paulo - SP",115 m²,3 Quartos,2 Banheiros,1 Vaga,R$ 2.390 /mês,R$ 865
243,"Apartamento com 2 Quartos para Aluguel, 66m²","Rua Croata, 820 - Alto da Lapa, São Paulo - SP",66 m²,2 Quartos,2 Banheiros,2 Vagas,R$ 2.800 /mês,R$ 1.000
244,"Apartamento com 2 Quartos para Aluguel, 85m²","Alameda Jaú - Jardins, São Paulo - SP",85 m²,2 Quartos,3 Banheiros,1 Vaga,R$ 3.950 /mês,R$ 1.319
245,"Apartamento com 2 Quartos para Aluguel, 51m²","Santo Amaro, São Paulo - SP",51 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.370 /mês,R$ 430
246,"Apartamento com Quarto para Aluguel, 50m²","Rua Gabriele D'Annunzio, 624 - Campo Belo, São Paulo - SP",50 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 3.500 /mês,R$ 420
247,"Apartamento com 2 Quartos para Aluguel, 53m²","Rua Pedro Pomponazzi, 650 - Vila Mariana, São Paulo - SP",53 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.899 /mês,R$ 950
248,Apartamento com 3 Quartos para Venda/Aluguel 84m²,"Rua Trajano Reis, 155 - Butantã, São Paulo - SP",84 m²,3 Quartos,2 Banheiros,2 Vagas,R$ 1.900 /mês,R$ 1.120
249,"Apartamento com 3 Quartos para Aluguel, 124m²","Rua Princesa Isabel, 17 - Brooklin, São Paulo - SP",124 m²,3 Quartos,4 Banheiros,2 Vagas,R$ 7.000 /mês,R$ 1.531
250,"Apartamento com 2 Quartos para Aluguel, 52m²","Rua Santa Archélia, 185 - Jardim Casablanca, São Paulo - SP",52 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 1.700 /mês,R$ 483
251,"Apartamento com 2 Quartos para Aluguel, 70m²","Rua Rodrigues Pais, 219 - Chácara Santo Antônio, São Paulo - SP",70 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.200 /mês,R$ 800
252,"Apartamento com 2 Quartos para Aluguel, 84m²","Rua Teodoro Sampaio, 1788 - Pinheiros, São Paulo - SP",84 m²,2 Quartos,2 Banheiros,2 Vagas,R$ 3.500 /mês,R$ 1.050
253,"Apartamento com 2 Quartos para Aluguel, 80m²","Rua João de Sousa Dias - Campo Belo, São Paulo - SP",80 m²,2 Quartos,2 Banheiros,2 Vagas,R$ 3.000 /mês,R$ 729
254,"Apartamento com 2 Quartos para Aluguel, 70m²","Rua Tucuna, 304 - Perdizes, São Paulo - SP",70 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 2.500 /mês,R$ 880
255,"Apartamento com Quarto para Aluguel, 42m²","Rua São Domingos, 85 - Bela Vista, São Paulo - SP",42 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 1.750 /mês,R$ 375
256,"Apartamento com Quarto para Aluguel, 42m²","Avenida Brigadeiro Luís Antônio - Bela Vista, São Paulo - SP",42 m²,1 Quarto,1 Banheiro,-- Vaga,R$ 2.200 /mês,R$ 415
257,"Apartamento com 2 Quartos para Aluguel, 55m²","Avenida Dória - Vila Mascote, São Paulo - SP",55 m²,2 Quartos,1 Banheiro,1 Vaga,R$ 2.000 /mês,R$ 615
258,"Apartamento com 2 Quartos para Aluguel, 68m²","Rua do Manifesto - Ipiranga, São Paulo - SP",68 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.300 /mês,R$ 708
259,"Apartamento com 3 Quartos para Aluguel, 163m²","Rua Germano Ulbrich, 184 - Vila Andrade, São Paulo - SP",163 m²,3 Quartos,5 Banheiros,3 Vagas,R$ 6.000 /mês,R$ 1.880
260,"Apartamento com 2 Quartos para Aluguel, 60m²","Rua Guararapes - Brooklin, São Paulo - SP",60 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.400 /mês,R$ 580
261,"Apartamento com Quarto para Aluguel, 32m²","Rua Cardeal Arcoverde, 1720 - Pinheiros, São Paulo - SP",32 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 2.500 /mês,R$ 770
262,"Apartamento com 2 Quartos para Aluguel, 80m²","Rua Domingos de Morais, 1372 - Vila Mariana, São Paulo - SP",80 m²,2 Quartos,2 Banheiros,1 Vaga,R$ 2.300 /mês,R$ 796
263,"Apartamento com Quarto para Aluguel, 35m²","Rua Doutor Virgílio de Carvalho Pinto, 262 - Pinheiros, São Paulo - SP",35 m²,1 Quarto,1 Banheiro,1 Vaga,R$ 3.690 /mês,R$ 790
264,"Apartamento com 2 Quartos para Aluguel, 94m²","Rua Bacaetava, 66 - Brooklin, São Paulo - SP",94 m²,2 Quartos,3 Banheiros,2 Vagas,R$ 5.700 /mês,R$ 832
265,"Apartamento com 3 Quartos para Aluguel, 91m²","Rua Bartira, 1316 - Perdizes, São Paulo - SP",91 m²,3 Quartos,3 Banheiros,1 Vaga,R$ 3.250 /mês,R$ 950
