,District,Area (m²),Bedrooms,Bathrooms,Garage Cars,Condominium Fee (R$),Rent (R$)
4640,22,100,3,2,1,1084,2800
4641,29,57,2,1,1,201,1100
4642,39,66,2,2,2,600,2600
4643,29,131,3,2,1,0,3300
4644,26,140,3,5,2,1650,5500
4645,16,89,2,2,1,821,4950
4646,47,75,2,1,1,0,2200
4647,32,42,1,1,1,670,2500
4648,49,80,2,2,1,1100,4500
4649,32,70,2,1,1,800,4300
4650,16,105,2,2,1,993,4300
4651,38,35,1,1,1,450,2000
4652,42,100,3,3,2,1413,5600
4653,1,100,3,2,0,0,2200
4654,42,40,1,1,1,450,2300
4655,4,40,1,1,1,210,1500
4656,0,30,1,1,0,330,1100
4657,31,65,2,2,1,900,3600
4658,46,40,1,1,0,858,1600
4659,26,44,1,1,1,505,3300
4660,2,45,1,1,1,544,3700
4661,17,44,1,1,1,275,1150
4662,6,82,2,2,1,850,2750
4663,29,54,2,1,1,625,1380
4664,27,72,3,2,2,900,2200
4665,14,31,1,1,1,1700,1260
4666,10,143,3,5,2,988,8000
4667,29,134,3,3,2,1395,7000
4668,29,50,2,1,1,350,1300
4669,29,60,2,2,1,584,3000
4670,29,55,2,2,1,600,1700
4671,27,70,3,2,1,823,1750
4672,11,44,1,2,1,616,2000
4673,29,44,2,1,1,208,1000
4674,0,100,3,3,1,830,3000
4675,49,45,1,1,1,850,3000
4676,16,36,1,1,1,1694,1500
4677,22,72,2,2,1,1123,5700
4678,29,110,3,3,2,920,3200
4679,32,30,1,1,0,0,3200
4680,35,33,1,1,1,530,2000
4681,1,93,3,2,2,1100,6000
4682,29,73,2,2,1,762,3000
4683,49,55,2,1,1,863,2300
4684,29,50,2,1,1,380,1500
4685,8,40,1,1,1,397,1800
4686,31,82,3,3,2,1290,2750
4687,36,42,2,1,1,0,2200
4688,2,110,3,2,1,764,3800
4689,29,52,2,1,1,450,1750
4690,29,45,2,1,1,400,1700
4691,16,55,2,1,1,0,3000
4692,32,100,3,2,0,818,3000
4693,29,73,2,2,2,850,3000
4694,29,52,2,1,1,460,1050
4695,26,130,3,4,1,1347,5000
4696,45,35,1,1,1,505,3000
4697,3,95,2,2,0,869,2950
4698,46,60,2,1,1,690,2200
4699,24,70,2,1,0,535,1700
4700,23,55,2,2,1,410,2000
4701,0,40,1,1,1,558,2100
4702,27,50,2,1,1,1,1400
4703,39,37,1,1,1,370,2500
4704,46,45,1,1,1,830,3270
4705,49,100,3,3,1,690,3150
4706,23,83,3,3,2,950,3300
4707,13,110,2,1,1,1063,3600
4708,39,45,1,1,1,517,2100
4709,21,142,3,3,2,1300,5200
4710,49,55,2,1,1,640,3700
4711,42,60,2,2,1,498,2000
4712,29,65,2,2,1,805,2000
4713,3,120,3,3,2,1680,4000
4714,29,54,2,1,1,625,1380
4715,46,33,1,1,1,560,1600
4716,29,50,2,1,1,0,1500
4717,21,45,2,1,1,879,2200
4718,25,68,2,2,2,895,3900
4719,28,52,2,1,1,450,2500
4720,42,53,1,1,1,630,1900
4721,1,33,1,1,0,290,1800
4722,29,45,2,1,1,450,1200
4723,41,83,4,1,0,320,2200
4724,26,44,1,1,1,732,4800
4725,13,107,3,2,2,1633,4000
4726,31,55,2,2,1,470,3000
4727,32,37,1,1,1,700,2600
4728,49,65,2,2,1,874,3400
4729,0,78,2,2,2,230,2500
4730,22,30,1,1,1,700,1700
4731,50,75,3,2,1,500,3070
4732,46,120,3,3,1,1500,3000
4733,33,50,1,1,1,660,2800
4734,10,73,2,1,1,710,4500
4735,29,33,1,1,1,70,1350
4736,32,73,2,3,2,1200,3500
4737,29,65,2,2,1,845,1600
4738,46,90,3,1,2,1015,2800
4739,39,89,2,4,1,1550,2500
4740,33,60,2,1,1,878,2800
4741,29,55,2,2,2,750,2500
4742,1,43,2,1,0,320,1500
4743,2,35,1,1,1,400,1500
4744,15,76,2,2,1,1022,2100
4745,29,48,1,1,1,665,3000
4746,29,44,2,1,1,250,750
4747,7,73,2,2,1,850,2900
4748,45,18,1,1,0,0,1300
4749,29,50,2,1,1,465,1400
4750,3,108,3,1,1,1491,3250
4751,46,94,3,2,1,750,3000
4752,2,45,1,1,1,544,3000
4753,50,76,3,2,1,838,1890
4754,28,60,2,2,2,641,2100
4755,46,67,2,2,2,908,5000
4756,44,56,2,1,1,550,2600
4757,40,70,3,2,2,865,1800
4758,29,129,2,3,2,1170,3500
4759,11,75,2,2,2,1200,5800
4760,29,50,2,1,0,0,850
4761,29,70,3,1,1,312,1800
4762,42,42,1,1,1,550,1600
4763,22,37,1,1,1,1350,1900
4764,29,130,3,4,2,1300,4800
4765,29,49,2,1,1,150,950
4766,26,42,1,1,1,880,2300
4767,21,78,2,3,2,1360,5540
4768,26,15,1,1,0,295,1590
4769,31,45,2,1,1,890,1680
4770,44,70,2,1,1,710,2700
4771,47,50,1,1,1,650,1500
4772,3,24,1,1,1,1,2450
4773,31,64,2,2,1,860,2790
4774,16,50,1,1,1,771,2500
4775,3,120,3,3,2,1650,6500
4776,30,109,3,3,1,1152,3100
4777,32,57,1,1,0,410,1590
4778,50,70,2,1,0,0,1250
4779,3,124,3,4,3,1275,6500
4780,29,66,3,1,1,502,1300
4781,29,64,2,2,1,600,2000
4782,29,138,4,4,2,805,6800
4783,16,80,2,2,1,1220,6200
4784,47,42,1,1,1,500,2200
4785,29,157,3,5,2,1001,7200
4786,26,74,2,3,1,1250,4100
4787,29,64,2,1,1,875,1300
4788,29,68,2,2,1,1000,2500
4789,13,44,1,1,1,1165,3000
4790,10,112,3,3,2,840,5800
4791,29,53,1,2,1,981,1450
4792,29,128,4,5,2,1280,5100
4793,29,89,3,3,1,860,2800
4794,29,50,2,2,1,500,1950
4795,32,35,1,1,1,900,3500
4796,13,150,3,2,2,1380,6500
4797,29,86,3,3,2,914,2800
4798,6,176,4,5,3,1260,8500
4799,41,40,1,1,1,515,2200
4800,29,100,2,3,2,1100,3800
4801,10,70,2,2,1,800,2200
4802,5,67,3,2,1,450,2900
4803,21,50,1,1,1,694,2700
4804,33,80,3,3,2,750,2800
4805,0,23,1,1,0,267,1080
4806,29,70,3,2,1,929,2700
4807,42,51,2,1,1,650,3700
4808,0,68,2,2,2,750,5000
4809,29,105,3,3,2,1400,3800
4810,7,47,1,1,1,800,3250
4811,49,54,1,1,1,1250,1500
4812,26,71,2,2,1,900,6700
4813,32,145,2,4,2,1450,7500
4814,26,90,3,2,1,895,3900
4815,10,40,1,1,1,590,3000
4816,7,42,1,1,1,546,2600
4817,29,47,1,1,1,475,2200
4818,29,58,2,1,1,650,1900
4819,16,50,1,1,1,755,2700
4820,36,76,2,2,1,960,2000
4821,12,40,1,1,1,597,1900
4822,2,165,3,2,1,1337,3390
4823,2,54,2,1,1,850,2800
4824,29,70,2,1,0,230,1790
4825,8,70,2,2,1,780,2100
4826,22,98,2,2,1,1070,3500
4827,13,92,2,2,1,705,3000
4828,3,47,1,1,0,738,3500
4829,29,86,3,3,2,892,2800
4830,21,68,2,2,1,809,2700
4831,16,32,1,1,1,1200,2850
4832,29,40,2,1,1,446,2100
4833,49,93,2,4,2,1120,9000
4834,48,70,2,1,1,1395,3300
4835,21,79,2,4,2,1100,8000
4836,29,40,1,1,0,0,750
4837,1,126,4,3,2,1200,5859
4838,29,57,2,2,2,842,2750
4839,1,67,2,2,1,540,2200
4840,29,32,2,1,1,200,1400
4841,21,60,2,1,2,1000,2800
4842,20,50,2,1,2,490,1460
4843,29,66,2,2,2,1000,2800
4844,32,65,2,2,1,975,4000
4845,9,55,2,1,0,850,2500
4846,36,34,1,1,1,500,2000
4847,29,90,2,1,1,0,1600
4848,29,100,2,2,2,430,2300
4849,30,80,2,3,2,901,3200
4850,4,70,2,2,0,200,1700
4851,49,65,1,2,1,680,5500
4852,16,120,3,2,1,0,4600
4853,13,90,3,1,0,0,3000
4854,42,43,1,1,0,457,2360
4855,41,32,1,1,0,408,1000
4856,29,35,1,1,1,695,2000
4857,12,48,1,1,1,439,1800
4858,29,110,3,4,2,850,4000
4859,29,78,3,2,2,692,3200
4860,29,70,1,1,2,599,2400
4861,29,72,3,2,1,650,1750
4862,30,39,1,1,1,843,1400
4863,29,64,2,2,1,897,2200
4864,29,56,2,1,1,570,1800
4865,16,140,3,2,1,945,5000
4866,11,38,1,1,1,600,2900
4867,32,60,2,1,1,1200,2300
4868,20,113,2,2,1,1100,3300
4869,45,70,2,2,1,797,4000
4870,16,118,2,2,1,1650,6000
4871,38,48,1,1,1,550,1800
4872,42,93,2,3,1,1200,2350
4873,29,86,3,3,2,760,3000
4874,5,29,1,1,0,170,1350
4875,36,70,3,2,1,700,1700
4876,2,55,1,1,1,586,3500
4877,32,43,1,1,1,647,3400
4878,29,47,2,1,1,597,1950
4879,32,45,1,2,1,786,2600
4880,7,100,3,2,2,1280,2500
4881,28,61,3,1,1,400,2200
4882,29,66,2,1,2,715,2750
4883,29,72,2,2,1,700,3100
4884,29,80,2,2,1,306,1900
4885,7,49,1,1,1,575,2950
4886,24,40,1,1,0,400,1000
4887,43,45,1,1,1,494,2200
4888,46,60,2,2,1,978,2000
4889,26,83,2,2,1,1100,3000
4890,29,82,3,2,2,800,2470
4891,32,72,3,2,1,896,2900
4892,5,60,2,1,1,523,2150
4893,33,110,2,2,2,1062,3800
4894,0,85,3,3,1,800,3000
4895,28,50,2,1,1,350,1500
4896,32,73,2,2,2,830,4000
4897,46,90,3,2,1,515,2800
4898,9,40,1,1,1,487,1850
4899,29,45,1,1,1,495,1600
4900,42,55,2,1,0,690,2200
4901,20,93,3,2,1,870,2400
4902,29,70,2,1,0,0,1400
4903,49,74,2,2,1,750,3500
4904,29,33,1,1,0,0,700
4905,46,34,1,1,1,877,1300
4906,29,100,3,3,2,1100,3900
4907,37,48,2,2,1,570,2200
4908,47,37,2,1,0,150,2100
4909,29,49,1,2,1,550,3100
4910,0,39,1,1,1,530,2260
4911,26,67,2,3,2,1300,4000
4912,49,32,1,1,1,1010,2340
4913,9,110,2,3,1,1400,7800
4914,29,60,2,2,1,432,2600
4915,7,53,1,1,1,450,4700
4916,9,130,3,3,2,980,8000
4917,0,48,1,1,1,426,2000
4918,29,70,2,1,1,738,2200
4919,12,34,1,1,1,536,2500
4920,18,65,3,1,1,530,1500
4921,3,75,2,2,1,982,2600
4922,46,94,3,2,1,575,3700
4923,29,63,3,2,1,724,1500
4924,26,107,3,3,1,1030,4500
4925,33,50,2,2,1,580,2550
4926,27,60,1,1,1,592,900
4927,28,90,3,3,2,950,2500
4928,46,58,2,2,1,700,2500
4929,7,82,2,3,1,1149,2100
4930,49,89,3,2,2,912,5800
4931,40,54,2,1,2,844,1300
4932,1,58,2,2,0,450,2300
4933,49,60,2,1,1,950,2600
4934,34,35,1,1,0,600,1200
4935,30,71,2,1,0,410,2100
4936,7,75,2,2,1,1384,1180
4937,13,64,2,2,1,608,2100
4938,28,48,2,1,1,400,1750
4939,21,100,3,3,2,1154,3500
4940,32,35,1,1,1,768,2563
4941,0,176,4,4,3,1400,8900
4942,9,136,3,3,1,1300,4000
4943,27,64,2,2,2,580,3000
4944,29,76,3,2,2,760,3057
4945,31,135,3,3,3,1505,6000
4946,3,55,2,2,1,590,2500
4947,29,60,2,2,1,544,1040
4948,2,62,2,2,1,1046,2600
4949,2,107,3,1,1,850,3400
4950,29,63,3,2,2,600,1700
4951,26,44,1,2,1,600,3100
4952,29,67,3,2,1,600,1900
4953,46,68,2,2,1,565,4000
4954,5,20,1,1,0,0,1590
4955,32,24,1,1,1,500,1600
4956,29,76,2,1,0,467,2000
4957,3,147,3,5,3,1573,7000
4958,7,80,1,2,2,1036,5500
4959,49,40,1,1,1,650,3000
4960,29,75,2,2,1,680,4200
4961,26,70,2,1,1,1100,2700
4962,29,49,2,1,1,350,1100
4963,18,55,2,1,1,470,1500
4964,21,50,2,1,1,837,2600
4965,16,100,3,3,1,1300,2700
4966,15,70,2,1,0,310,1700
4967,37,78,3,2,1,853,2850
4968,21,135,3,3,1,1600,2500
4969,31,80,2,3,2,1350,5000
4970,29,65,2,2,1,691,2800
4971,12,30,1,1,1,550,1800
4972,15,39,1,1,1,0,1600
4973,2,31,1,1,0,494,1500
4974,32,34,1,1,1,450,3650
4975,12,41,1,1,1,600,2350
4976,29,72,2,2,2,750,4200
4977,20,60,2,1,1,706,1540
4978,42,40,1,1,1,674,2750
4979,3,98,2,3,2,1700,8750
4980,29,35,1,1,0,0,1200
4981,29,75,3,2,1,0,2100
4982,29,48,2,1,1,350,1100
4983,29,85,2,1,0,630,2200
4984,5,72,2,1,1,0,1800
4985,17,56,2,1,1,880,1300
4986,22,47,1,1,1,810,2200
4987,46,110,3,2,1,1150,3200
4988,31,110,3,2,1,1256,2500
4989,40,51,2,1,1,380,2750
4990,42,27,1,1,0,398,2200
4991,49,67,2,3,1,800,3700
4992,15,60,2,2,1,737,2200
4993,50,56,2,1,1,0,2770
4994,8,20,1,1,0,354,1300
4995,31,70,2,1,1,1000,1600
4996,3,111,3,3,2,900,7500
4997,29,156,4,5,3,1490,4300
4998,45,32,1,1,0,530,2000
4999,15,72,2,1,0,163,1700
5000,47,70,2,2,1,800,2200
5001,16,107,3,3,1,1293,3800
5002,26,70,2,2,1,750,4800
5003,40,33,1,1,1,500,1400
5004,38,35,1,1,1,492,2200
5005,3,36,1,1,1,420,2500
5006,38,87,3,2,1,565,2300
5007,2,54,2,1,0,880,4000
5008,32,90,2,1,1,700,4300
5009,12,39,1,1,1,370,2200
5010,37,55,2,2,1,900,2600
5011,29,40,2,1,0,0,1450
5012,12,100,3,2,0,680,2800
5013,39,148,3,5,2,1210,7500
5014,0,82,2,1,2,660,2700
5015,36,50,1,1,0,345,1100
5016,29,70,1,1,2,550,3000
5017,46,82,2,3,1,751,2800
5018,29,60,2,1,1,490,1500
5019,42,56,2,2,2,1099,3800
5020,2,25,1,1,0,290,1850
5021,43,42,1,1,1,658,1250
5022,29,50,2,2,2,574,1900
5023,24,18,1,1,0,260,950
5024,3,85,2,2,1,700,2800
5025,49,60,2,1,1,831,2700
5026,29,54,2,1,1,550,2300
5027,46,67,2,2,1,1050,2200
5028,2,28,1,1,0,545,1400
5029,14,55,2,2,2,810,2750
5030,27,75,2,2,2,1100,2500
5031,7,47,2,2,1,860,3400
5032,40,58,2,1,2,670,1800
5033,32,131,3,5,2,1680,7200
5034,27,55,2,2,1,750,1500
5035,0,77,3,1,2,0,2900
5036,29,64,3,1,1,430,1600
5037,29,60,2,2,2,580,3200
5038,43,65,3,2,1,662,1990
5039,2,32,1,1,1,1000,1200
5040,38,40,1,1,1,782,2500
5041,29,38,1,1,1,507,2500
5042,29,135,3,2,0,1250,2500
5043,46,55,1,1,0,355,2000
5044,28,60,2,2,1,120,2000
5045,12,37,1,1,1,533,2200
5046,42,55,2,1,1,800,2000
5047,29,45,1,1,1,515,1800
5048,10,50,2,1,1,670,2000
5049,29,36,1,1,0,0,1400
5050,48,50,2,1,1,930,2300
5051,26,40,1,1,1,850,3100
5052,11,55,2,2,1,962,2600
5053,21,54,2,1,1,467,3300
5054,29,63,2,2,1,630,2900
5055,29,65,2,1,1,0,1200
5056,12,81,1,1,1,747,2000
5057,40,66,2,2,1,0,3200
5058,16,55,2,1,1,713,2000
5059,49,43,1,1,1,668,2200
5060,29,183,3,3,2,1579,6600
5061,12,42,1,1,1,807,1500
5062,26,110,3,1,2,1200,6000
5063,16,115,3,3,1,1500,6000
5064,29,51,1,1,1,584,3500
5065,39,122,3,3,2,1500,3420
5066,29,50,2,1,1,292,1800
5067,3,67,2,2,1,763,3500
5068,20,50,2,1,1,480,1600
5069,15,53,1,1,1,569,1100
5070,46,84,2,1,1,522,3600
5071,27,107,2,3,2,1680,2500
5072,28,65,2,1,1,509,2400
5073,46,120,2,4,1,724,3700
5074,39,45,1,1,1,500,2100
5075,7,80,2,3,2,1007,3200
5076,29,90,2,2,0,300,1600
5077,23,103,3,3,2,858,2150
5078,21,75,2,2,1,811,3000
5079,30,70,2,2,1,815,2900
5080,29,45,2,1,1,303,1650
5081,2,64,2,2,1,700,4200
5082,29,89,3,2,1,721,1400
5083,38,64,2,2,1,790,1900
5084,9,60,2,1,1,0,3200
5085,46,72,2,3,2,1266,4600
5086,3,68,2,2,1,1032,2665
5087,29,68,2,1,1,430,1100
5088,35,45,1,1,1,622,1600
5089,29,55,1,1,1,470,3200
5090,15,126,3,2,1,230,2100
5091,33,76,2,2,2,1120,3500
5092,42,100,2,2,2,921,2500
5093,43,51,2,1,1,599,1980
5094,29,84,3,2,2,660,2190
5095,32,35,1,1,1,444,3350
5096,0,35,1,1,1,455,2100
5097,3,60,2,2,1,637,2200
5098,37,125,3,4,2,1667,5800
5099,28,50,2,1,1,0,2150
5100,49,35,1,1,1,860,3000
5101,30,90,2,2,1,875,3400
5102,29,44,1,1,0,0,1600
5103,29,33,1,1,1,450,1490
5104,29,52,2,1,1,780,1500
5105,29,55,1,1,1,470,3200
5106,15,80,2,2,1,700,1800
5107,45,30,1,1,1,615,2500
5108,32,90,3,3,1,750,3000
5109,14,65,2,2,1,880,2000
5110,0,74,2,2,1,750,2350
5111,29,47,2,1,1,550,1200
5112,37,73,1,1,0,485,1250
5113,46,51,2,1,1,450,3399
5114,43,102,2,1,1,510,2000
5115,3,45,1,1,1,586,3999
5116,3,70,2,1,1,1000,2100
5117,40,94,2,3,2,700,3500
5118,33,98,3,2,2,900,3450
5119,32,55,1,1,0,750,1800
5120,29,50,2,1,1,480,1150
5121,3,62,1,2,1,744,3000
5122,49,111,3,3,2,1336,9000
5123,26,110,2,3,2,1400,4200
5124,46,68,2,2,1,707,2300
5125,32,73,2,2,1,400,5500
5126,49,65,2,2,1,1013,2950
5127,29,45,1,1,0,150,1100
5128,29,76,3,2,1,777,2400
5129,35,70,2,1,0,564,2000
5130,39,63,2,2,1,452,2000
5131,29,77,3,2,1,0,2950
5132,42,27,1,1,0,740,2100
5133,29,75,3,1,1,380,1800
5134,49,70,2,1,1,700,2200
5135,16,70,1,2,1,1000,8000
5136,29,44,1,1,1,664,2550
5137,49,55,2,1,1,733,3000
5138,39,97,3,2,1,0,3000
5139,29,51,2,1,1,0,1600
5140,29,58,2,1,1,543,1252
5141,29,72,3,1,2,873,2500
5142,32,160,3,4,2,1700,5000
5143,43,50,1,1,1,640,1600
5144,3,48,2,2,1,864,2500
5145,8,42,1,1,1,551,1600
5146,13,43,1,1,1,550,2200
5147,26,60,2,2,1,865,2400
5148,46,37,1,1,1,544,3800
5149,32,40,1,1,1,860,3610
5150,7,75,2,2,2,1400,3400
5151,15,76,2,1,1,343,1500
5152,46,53,2,2,1,970,3100
5153,39,46,2,1,0,320,1400
5154,29,64,2,1,1,650,1050
5155,29,50,2,1,1,350,1300
5156,16,71,1,2,1,1200,7750
5157,49,124,3,3,2,1350,4350
5158,48,82,2,1,1,785,1900
5159,26,42,1,1,1,800,2000
5160,7,90,2,2,1,1500,1500
5161,40,74,2,2,2,660,2900
5162,16,40,1,1,1,0,2400
5163,38,68,2,2,1,547,3500
5164,50,62,2,2,1,593,1900
5165,7,78,2,2,1,826,2200
5166,12,50,2,2,2,0,5000
5167,29,45,1,1,0,0,1100
5168,29,55,2,1,1,540,1700
5169,13,50,2,2,1,442,2300
5170,44,56,2,2,1,535,3400
5171,7,86,2,2,2,819,4300
5172,32,30,1,1,1,550,3000
5173,12,40,1,1,1,624,1800
5174,15,96,3,2,1,1200,1600
5175,12,138,3,3,1,1200,2500
5176,31,80,2,3,2,1413,5500
5177,29,44,1,2,2,510,1800
5178,3,75,2,3,2,910,3300
5179,29,45,1,1,0,55,1050
5180,3,66,1,1,1,650,6500
5181,29,52,2,2,1,0,1900
5182,47,42,1,1,1,500,2700
5183,29,65,2,1,1,507,1500
5184,38,37,1,1,1,480,2000
5185,38,42,1,1,1,723,1800
5186,50,48,2,1,1,450,2000
5187,41,40,1,1,1,400,2800
5188,13,159,2,2,1,1200,6500
5189,30,36,1,1,0,540,1500
5190,29,70,3,2,1,444,2600
5191,39,85,2,2,2,880,3400
5192,32,60,2,1,0,485,2000
5193,32,58,1,2,1,689,2700
5194,46,80,2,1,1,588,2200
5195,3,64,2,2,2,700,3900
5196,21,100,2,2,1,1000,3500
5197,12,70,2,2,1,800,6500
5198,39,50,2,1,1,291,1420
5199,16,37,1,1,1,920,2500
5200,26,55,2,2,2,950,3150
5201,26,93,2,2,2,1083,4500
5202,26,125,3,4,2,1200,8000
5203,29,49,2,1,1,540,2300
5204,29,60,1,1,1,880,1200
5205,12,53,1,1,0,613,1350
5206,34,35,1,1,0,555,1300
5207,2,53,2,2,1,863,2300
5208,49,40,1,1,1,410,2800
5209,46,32,1,1,0,230,1380
5210,40,51,2,1,1,400,1700
5211,29,75,2,2,2,1055,4100
5212,21,94,3,2,1,793,4300
5213,29,64,2,1,0,250,1300
5214,32,52,1,1,0,685,1750
5215,26,84,2,2,1,702,1700
5216,33,146,3,5,3,1340,5500
5217,16,98,3,3,1,1700,4700
5218,31,92,3,2,2,1205,3300
5219,3,145,3,5,3,1400,8999
5220,26,27,1,1,0,0,3500
5221,5,55,2,1,1,700,1800
5222,29,58,3,2,0,527,1800
5223,24,50,1,1,1,470,1400
5224,45,30,1,1,0,550,2300
5225,30,72,2,2,1,779,1900
5226,36,148,3,3,3,1675,3100
5227,29,67,3,1,1,850,1400
5228,32,45,1,1,1,770,2700
5229,46,47,1,2,1,719,2000
5230,7,37,1,1,1,538,2000
5231,31,100,2,1,0,0,2150
5232,29,157,3,3,3,1200,7000
5233,21,77,2,2,1,900,5900
5234,2,70,2,1,1,700,1500
5235,29,22,1,1,1,500,900
5236,29,60,2,1,1,600,1100
5237,26,102,2,4,2,850,6200
5238,3,43,1,1,1,769,4100
5239,28,62,2,2,1,458,2100
5240,29,70,3,2,2,680,3000
5241,29,48,2,1,1,0,2600
5242,28,56,2,2,1,580,2200
5243,29,48,2,1,1,0,1100
5244,29,92,3,2,2,833,2700
5245,32,40,1,1,1,770,3000
5246,2,46,1,1,1,316,2700
5247,46,54,2,1,1,630,2300
5248,46,93,3,2,1,575,3400
5249,30,36,1,1,1,0,3200
5250,21,50,1,1,1,537,1900
5251,29,73,2,2,1,550,3600
5252,21,66,2,2,1,1055,2200
5253,3,70,2,2,1,1020,2100
5254,29,55,2,2,2,799,2500
5255,30,50,2,1,0,854,2500
5256,26,54,2,2,1,645,2300
5257,32,49,2,1,1,657,2900
5258,3,72,2,3,2,1120,3500
5259,29,35,1,1,0,289,1200
5260,2,28,1,1,1,357,1100
5261,49,70,2,2,1,900,6800
5262,29,93,3,3,2,550,3700
5263,21,115,4,4,2,981,6200
5264,12,50,2,2,1,580,2416
5265,12,60,2,1,2,714,4450
5266,31,43,1,1,0,410,1500
5267,39,64,3,1,1,670,1500
5268,44,140,3,3,2,1400,5500
5269,4,36,1,1,1,465,2100
5270,26,75,2,2,2,1472,3000
5271,29,60,2,1,1,570,1200
5272,29,96,3,3,2,650,4300
5273,38,49,2,1,1,673,1300
5274,27,46,1,1,1,960,1690
5275,45,70,2,2,1,830,4000
5276,29,100,4,2,1,1100,3200
5277,9,40,1,1,0,370,1550
5278,26,117,4,4,2,1400,5000
5279,26,96,3,4,2,1137,3700
5280,29,51,2,1,1,0,1300
5281,35,105,3,2,2,1450,2800
5282,2,48,1,1,1,0,3200
5283,29,55,2,1,1,640,1900
5284,21,120,4,3,2,1650,4000
5285,26,138,3,4,2,1388,7500
5286,9,69,2,1,0,565,2900
5287,29,55,2,1,1,500,1200
5288,29,74,3,2,2,855,2000
5289,29,52,2,1,1,600,900
5290,46,90,3,2,1,900,2500
5291,6,94,2,2,0,384,2000
5292,32,54,2,2,1,881,3200
5293,28,70,3,1,1,735,1900
5294,28,90,3,2,2,550,2500
5295,37,51,2,1,1,430,1370
5296,7,50,1,1,0,587,3200
5297,29,39,1,1,2,595,2250
5298,29,75,3,2,1,700,1300
5299,17,60,1,1,1,740,1400
5300,16,44,1,1,1,908,2300
5301,32,102,3,3,2,1370,4800
5302,25,70,3,2,1,807,1900
5303,29,47,1,1,1,240,1650
5304,29,65,2,1,1,600,1250
5305,30,60,2,1,0,569,1600
5306,31,104,3,3,2,989,7300
5307,29,44,1,1,1,664,2600
5308,43,49,1,1,1,350,1500
5309,0,79,2,1,1,576,1900
5310,16,61,2,2,0,1200,6500
5311,45,42,1,1,1,980,2300
5312,1,126,4,3,2,1200,5859
5313,3,45,1,1,1,870,2000
5314,29,54,2,2,1,404,1350
5315,29,65,2,1,1,586,1195
5316,2,25,1,1,0,275,1700
5317,32,65,2,1,2,1458,4454
5318,29,38,1,1,1,525,1750
5319,46,86,3,1,2,920,4200
5320,46,65,2,2,1,850,2500
5321,36,86,2,1,0,415,1750
5322,29,32,2,1,0,50,950
5323,3,117,3,4,2,1680,4200
5324,29,60,2,1,1,0,1450
5325,3,47,1,1,1,536,2800
5326,0,35,1,1,0,290,1200
5327,21,115,3,2,2,1050,5500
5328,1,85,2,2,1,565,1780
5329,48,85,3,1,1,0,6200
5330,46,45,1,1,1,900,1800
5331,29,80,2,2,2,800,5650
5332,34,153,2,2,0,650,2800
5333,11,65,3,2,2,950,2750
5334,34,37,1,1,1,450,1400
5335,26,40,1,1,1,787,1790
5336,33,70,3,2,2,780,2400
5337,17,89,3,2,2,650,2800
5338,29,71,1,1,1,780,2620
5339,40,79,2,3,2,700,3650
5340,0,170,3,5,3,1300,9000
5341,28,74,2,1,0,760,1400
5342,39,93,2,3,2,695,5000
5343,29,67,2,2,1,692,3000
5344,26,50,1,1,1,1040,1650
5345,49,61,2,1,1,119,3900
5346,21,42,1,1,1,702,3000
5347,29,117,3,4,2,900,5000
5348,35,78,2,2,0,721,2100
5349,29,72,2,2,2,990,2700
5350,43,56,2,1,1,565,1690
5351,29,65,3,1,2,10,1850
5352,17,37,1,1,1,350,1650
5353,46,73,2,2,1,880,2100
5354,46,62,2,2,1,700,2250
5355,21,35,1,1,1,584,1680
5356,46,165,3,5,4,1450,8000
5357,37,45,1,1,1,380,2200
5358,29,60,2,1,1,542,1690
5359,42,43,1,1,1,530,3500
5360,24,46,1,1,0,333,1500
5361,49,100,3,3,2,1020,4200
5362,27,94,3,2,1,1200,3020
5363,49,45,1,1,1,654,3800
5364,15,59,2,2,1,866,2200
5365,12,50,2,1,1,650,3700
5366,16,131,3,2,1,945,5000
5367,29,40,1,1,0,60,1200
5368,9,40,1,1,1,501,2200
5369,2,45,1,1,1,575,2000
5370,46,120,2,2,0,0,3850
5371,28,39,1,1,1,300,1900
5372,3,68,2,3,1,1190,2500
5373,21,38,1,1,0,130,1600
5374,49,100,3,2,2,973,3150
5375,36,123,3,2,2,0,4300
5376,29,95,3,3,2,600,4500
5377,2,42,1,1,0,393,1360
5378,28,77,3,2,2,700,2800
5379,8,30,1,1,0,0,2000
5380,46,100,3,3,1,1200,3000
5381,26,73,2,3,2,1400,3900
5382,29,38,1,1,1,580,2600
5383,16,131,3,3,1,945,5000
5384,0,58,2,1,1,490,1600
5385,23,76,2,1,0,581,1500
5386,49,72,2,2,1,986,4500
5387,29,165,4,4,2,0,5200
5388,29,85,2,2,1,700,2450
5389,13,35,1,1,1,512,1600
5390,7,82,2,3,1,1150,2700
5391,44,130,3,3,2,1200,6000
5392,29,47,2,1,1,290,1000
5393,20,50,2,1,1,550,1670
5394,40,41,2,1,0,290,1580
5395,29,87,3,3,2,820,3100
5396,29,30,1,1,1,480,2550
5397,2,76,2,1,1,860,3300
5398,29,62,2,2,2,649,1390
5399,35,105,3,2,1,1250,3000
5400,44,88,3,3,2,800,3499
5401,35,40,1,1,1,590,2400
5402,28,66,2,1,1,583,1700
5403,45,100,3,3,2,1140,2600
5404,15,137,4,2,2,1100,6000
5405,46,131,3,2,1,1480,3300
5406,15,67,2,2,1,539,3800
